68,58,1.41421
68,56,1.41421
69,68,1
69,58,1
69,59,1.41421
69,57,1.41421
70,69,1
70,59,1
70,60,1.41421
70,58,1.41421
71,70,1
71,60,1
71,61,1.41421
71,59,1.41421
72,71,1
72,61,1
72,62,1.41421
72,60,1.41421
73,72,1
73,62,1
73,63,1.41421
73,61,1.41421
74,73,1
74,63,1
74,64,1.41421
74,62,1.41421
75,74,1
75,64,1
75,65,1.41421
75,63,1.41421
76,75,1
76,65,1
76,64,1.41421
77,66,1
77,67,1.41421
78,77,1
78,67,1
78,68,1.41421
78,66,1.41421
79,78,1
79,68,1
79,69,1.41421
79,67,1.41421
80,79,1
80,69,1
80,70,1.41421
80,68,1.41421
81,80,1
81,70,1
81,71,1.41421
81,69,1.41421
82,81,1
82,71,1
82,72,1.41421
82,70,1.41421
83,82,1
83,72,1
83,73,1.41421
83,71,1.41421
84,83,1
84,73,1
84,74,1.41421
84,72,1.41421
85,84,1
85,74,1
85,75,1.41421
85,73,1.41421
86,85,1
86,75,1
86,76,1.41421
86,74,1.41421
87,86,1
87,76,1
87,75,1.41421
88,77,1
88,78,1.41421
89,88,1
89,78,1
89,79,1.41421
89,77,1.41421
90,89,1
90,79,1
90,80,1.41421
90,78,1.41421
91,90,1
91,80,1
91,81,1.41421
91,79,1.41421
92,91,1
92,81,1
92,82,1.41421
92,80,1.41421
93,92,1
93,82,1
93,83,1.41421
93,81,1.41421
94,93,1
94,83,1
94,84,1.41421
94,82,1.41421
95,94,1
95,84,1
95,85,1.41421
95,83,1.41421
96,95,1
96,85,1
96,86,1.41421
96,84,1.41421
97,96,1
97,86,1
97,87,1.41421
97,85,1.41421
98,97,1
98,87,1
98,86,1.41421
99,88,1
99,89,1.41421
100,99,1
100,89,1
100,90,1.41421
100,88,1.41421
101,100,1
101,90,1
101,91,1.41421
101,89,1.41421
102,101,1
102,91,1
102,92,1.41421
102,90,1.41421
103,102,1
103,92,1
103,93,1.41421
103,91,1.41421
104,103,1
104,93,1
104,94,1.41421
104,92,1.41421
105,104,1
105,94,1
105,95,1.41421
105,93,1.41421
106,105,1
106,95,1
106,96,1.41421
106,94,1.41421
107,106,1
107,96,1
107,97,1.41421
107,95,1.41421
108,107,1
108,97,1
108,98,1.41421
108,96,1.41421
109,108,1
109,98,1
109,97,1.41421
110,99,1
110,100,1.41421
111,110,1
111,100,1
111,101,1.41421
111,99,1.41421
112,111,1
112,101,1
112,102,1.41421
112,100,1.41421
113,112,1
113,102,1
113,103,1.41421
113,101,1.41421
114,113,1
114,103,1
114,104,1.41421
114,102,1.41421
115,114,1
115,104,1
115,105,1.41421
115,103,1.41421
116,115,1
116,105,1
116,106,1.41421
116,104,1.41421
117,116,1
117,106,1
117,107,1.41421
117,105,1.41421
118,117,1
118,107,1
118,108,1.41421
118,106,1.41421
119,118,1
119,108,1
119,109,1.41421
119,107,1.41421
120,119,1
120,109,1
120,108,1.41421
